0,205.8455603,22.28338116,-80.78422767,-43.961338,-7.084514452,-10.77840696,0.008825499,0.000285712,-29.18102851,-8.414512067,-3.407596676,-6.097668566,-13.13182478,-14.48890795,137.6482501,68.19297046,64.89768742,52.36681191,39.3874079,-17.72186933,-54.66135438,27.73091155,15.87775608,42.36586611,6.793036498,7.544726555,17.22484297,0.005249589,27.74036111,5.072563344,9.363777634,-3.359800652,1.398897001,5.29945356,-134.3579205,-65.92589429,-63.0668678,-50.88484512,-38.54511992,17.96773218,55.04165732,-27.72941907,-15.87757654,-42.363231,-6.761023675,-7.49805003,-17.02503905,0.002641668,-27.73646434,-5.069855282,-9.236074758,3.36185512,-1.410177537,-5.24761557
0,204.0390491,22.50897933,-80.13141198,-44.07508217,-7.006851373,-10.92077346,0.005142505,0.002933942,-28.57196466,-8.465978585,-3.37242759,-6.039211232,-12.98998169,-14.3007364,136.3413165,67.68006058,64.39147555,52.06587253,39.1651334,-17.53354594,-54.34662003,27.41823808,15.69125786,42.0414787,6.667274436,7.480016006,16.98362426,-0.016292183,27.40012393,5.235788172,9.311158638,-3.252607624,1.368838917,5.162170247,-133.1272407,-65.43790242,-62.58709288,-50.62074021,-38.35702285,17.75179966,54.73369301,-27.42701205,-15.70876919,-42.04001657,-6.62385751,-7.393867798,-16.79003299,0.008341645,-27.40263532,-5.22432544,-9.201204149,3.256369179,-1.345223226,-5.115263564
0,200.7139979,22.47924408,-78.52618488,-43.88537624,-6.965469883,-10.59540404,-0.001134568,-0.001638934,-28.05370004,-8.370987168,-3.294137271,-5.98906071,-12.98876205,-14.14237876,134.0349282,66.68892226,63.24550542,51.4237386,38.7048481,-17.0396052,-53.63951788,27.01979132,15.47859371,41.41657143,6.534229711,7.428257301,16.8855472,0.001264869,27.01834643,5.202762225,9.252140678,-3.192018646,1.34273207,5.057729799,-130.8866938,-64.50685415,-61.5035358,-50.0075952,-37.90323782,17.23458144,54.00558776,-27.04408803,-15.46828752,-41.42534385,-6.49029098,-7.346245023,-16.67634745,-0.005584419,-27.02503395,-5.184847537,-9.146239668,3.185365758,-1.360546027,-5.010009919
1,200.2820348,21.28062159,-75.80645134,-44.95974654,-6.901874283,-6.800423055,-0.009658298,0.009591212,-28.05810638,-8.41605348,-3.203300885,-14.95253823,-7.915133538,-14.15207045,133.7321627,66.54528755,61.94085459,51.30897786,38.6229192,-15.61602834,-53.45351048,27.06686415,15.50386334,41.47040047,6.478134204,11.3523798,16.85019853,-0.000712187,27.05547433,5.229049711,9.267914107,-3.204992349,-3.685837329,5.045631853,-130.6001442,-64.38261035,-60.19298159,-49.89005671,-37.8304308,15.84052002,53.83556595,-27.06239386,-15.48359547,-41.46560247,-6.439571446,-11.28104608,-16.65025655,-0.000488136,-27.05227469,-5.217301238,-9.156912272,3.224115956,3.699145953,-5.026226099
1,200.7108676,14.87467338,-62.12956372,-52.77337814,-6.907782717,-12.06274294,0.002468131,0.00418005,-27.90087915,-8.320477967,-3.280106283,-2.72944319,-14.86348561,-14.25138854,134.0315738,66.69934226,55.64799109,51.43136826,38.71126075,-8.20559991,-53.65169484,26.98849762,15.45483351,41.46730436,6.46483146,6.001992154,16.93541976,0.001208893,26.99104906,5.190930204,9.356602448,-3.122311205,3.205539781,5.058627442,-130.8801986,-64.49670126,-53.92069108,-49.99490229,-37.89418039,8.429275943,54.03821341,-26.97759832,-15.46833626,-41.47450348,-6.42722115,-5.92569691,-16.73113223,0.001081167,-26.99108519,-5.179576737,-9.236812326,3.139364818,-3.179860272,-5.007731739
0,198.9693993,22.69906883,-78.60093723,-43.36976127,-6.85067893,-10.59340757,-0.003600614,-0.006521685,-27.6151097,-8.369186457,-3.298057829,-5.93784498,-12.92013867,-13.85892866,132.8340984,66.11475818,63.06257291,51.0144201,38.37464442,-17.2638738,-53.28199146,26.70834047,15.29628789,41.06260456,6.428026423,7.337797931,16.69120683,0.004032759,26.71700999,5.29303656,9.129745314,-3.080144832,1.341296634,4.889371656,-129.7633871,-63.97791042,-61.35006218,-49.62296845,-37.58727637,17.47996757,53.6489379,-26.72464562,-15.3094953,-41.06067911,-6.399702624,-7.270822379,-16.49025773,-0.01326665,-26.71971148,-5.281258204,-8.99610433,3.105179306,-1.338440552,-4.849497186
0,196.3147931,22.95124216,-77.60368092,-42.64783513,-6.814962538,-10.47352581,-0.011160108,0.006238115,-27.51751922,-8.229107163,-3.141357062,-5.914847563,-12.96876074,-13.98921292,130.9606823,65.37238362,62.28977655,50.53312341,38.09124382,-16.97532592,-52.58389587,26.64615738,15.26021479,40.83570863,6.289097601,7.341290056,16.7278875,-0.007262569,26.65320802,5.139139719,9.2337146,-3.097285489,1.363554624,4.913562394,-127.9696377,-63.27092273,-60.61561095,-49.17396007,-37.31535705,17.18248935,52.93388086,-26.64383848,-15.25572312,-40.81297057,-6.250259827,-7.268783086,-16.5285709,0.008635134,-26.63654355,-5.121266818,-9.102909528,3.099841713,-1.354708648,-4.861014467
0,196.2074059,23.07559318,-77.96771145,-42.6146029,-6.751190806,-10.41419761,0.011876477,0.010222859,-27.35529878,-8.248025038,-3.215883892,-5.912789899,-12.96018002,-13.86856198,130.8865979,65.31815371,62.47169511,50.49351225,38.02097288,-17.20369472,-52.61864329,26.54308847,15.19065497,40.71140204,6.306099354,7.317480901,16.69147731,-0.012578012,26.52904095,5.198917525,9.193460725,-3.054151417,1.359504415,4.855847825,-127.9084056,-63.2298099,-60.7790282,-49.12362222,-37.23683626,17.41396534,53.00370338,-26.52435364,-15.20189825,-40.71780661,-6.274506673,-7.258320469,-16.48826674,0.009788186,-26.5305797,-5.187167575,-9.060681958,3.051956048,-1.355677643,-4.81318445
0,194.5800442,23.12541863,-77.48478597,-42.5106653,-6.734942188,-10.37634836,-0.012791869,0.000273819,-27.12201169,-8.212473398,-3.111226078,-5.875344378,-12.78843621,-13.67407376,129.7695602,64.81660285,62.06009614,50.15213789,37.74756536,-17.11091939,-52.35334481,26.25882877,15.05275927,40.2919858,6.220279356,7.233014994,16.46204013,-0.005975098,26.26836696,5.163638253,9.03343012,-3.086308757,1.301511065,4.788953916,-126.8560257,-62.74477641,-60.38330406,-48.80000669,-36.9807574,17.31211151,52.71114731,-26.28019228,-15.04982127,-40.29099903,-6.163449422,-7.181746295,-16.26297775,0.006227075,-26.27321388,-5.154658924,-8.923628939,3.08257922,-1.285803054,-4.746826415
0,193.1594895,23.13389047,-76.82607302,-42.18799644,-6.695971406,-10.26785625,-0.000146441,0.019682431,-26.84892737,-8.223572008,-3.047600951,-5.868265365,-12.86451828,-13.76416169,128.7645015,64.39222324,61.5803919,49.87866011,37.58616094,-16.90310886,-51.93862495,26.18389485,15.0147485,40.16452768,6.132995888,7.249846531,16.51004306,-0.002014335,26.19232032,5.203962496,9.14026029,-3.047344139,1.336237206,4.780905378,-125.8934517,-62.36345861,-59.91837128,-48.55066035,-36.81539915,17.12223795,52.28976257,-26.1929565,-15.01327904,-40.17692047,-6.103358757,-7.182735364,-16.31915372,-0.003407294,-26.20484712,-5.19401673,-9.027961979,3.057020982,-1.318916064,-4.743414813
0,194.9593211,23.10388833,-77.60579959,-43.05516452,-6.701569018,-10.42698767,-0.006259721,-0.013485178,-26.90094624,-8.161256938,-3.102184953,-5.804478527,-12.94640379,-13.56254859,130.0449775,64.92830801,62.16966556,50.25328041,37.79724477,-17.12123613,-52.5835182,26.12297066,14.96963033,40.25612075,6.150580981,7.222643045,16.47417532,-0.002796202,26.12233902,5.155388185,9.022191394,-3.005800907,1.353665518,4.688416573,-127.1111961,-62.84700993,-60.48291216,-48.88288114,-37.03712126,17.33162047,52.95811663,-26.12829571,-14.97059731,-40.26630234,-6.102246014,-7.166003558,-16.30045019,0.003798986,-26.12613741,-5.152560077,-8.917835864,3.004279262,-1.326674537,-4.660877894
